1637761074.443637,0
1637761074.546789,20
1637761074.650723,19
1637761074.755302,13
1637761074.861683,9
1637761074.964976,11
1637761075.068302,12
1637761075.171203,12
1637761075.274718,12
1637761075.377938,14
1637761075.482542,16
1637761075.585798,19
1637761075.689890,12
1637761075.793243,14
1637761075.896888,14
1637761076.001276,9
1637761076.104709,11
1637761076.207817,11
1637761076.310740,11
1637761076.413982,13
1637761076.516787,14
1637761076.620754,14
1637761076.724910,15
1637761076.829010,16
1637761076.932118,15
1637761077.035164,17
1637761077.138280,17
1637761077.241924,18
1637761077.346493,17
1637761077.454048,20
1637761077.558566,14
1637761077.662479,13
1637761077.765933,14
1637761077.869813,14
1637761077.973068,17
1637761078.076946,18
1637761078.180649,18
1637761078.283697,16
1637761078.386884,15
1637761078.490615,16
1637761078.594421,16
1637761078.699076,16
1637761078.802505,17
1637761078.908563,17
1637761079.011669,18
1637761079.114547,17
1637761079.219024,18
1637761079.324066,18
1637761079.427545,20
1637761079.531026,18
1637761079.634814,10
1637761079.738251,10
1637761079.842887,11
1637761079.945944,12
1637761080.050220,13
1637761080.153957,14
1637761080.257735,15
1637761080.361317,15
1637761080.464928,17
1637761080.568570,18
1637761080.671579,20
1637761080.774546,20
1637761080.877755,16
1637761080.981848,7
1637761081.085282,10
1637761081.188786,12
1637761081.291903,10
1637761081.395067,9
1637761081.498392,18
1637761081.603808,20
1637761081.710567,17
1637761081.816264,6
1637761081.919580,7
1637761082.023398,8
1637761082.127281,9
1637761082.231197,9
1637761082.334202,11
1637761082.437344,12
1637761082.540419,14
1637761082.643432,13
1637761082.746731,14
1637761082.851184,14
1637761082.954390,14
1637761083.058227,16
1637761083.161584,15
1637761083.264355,17
1637761083.367474,17
1637761083.470701,19
1637761083.574216,18
1637761083.677851,19
1637761083.781822,20
1637761083.885184,20
1637761083.991173,13
1637761084.094930,13
1637761084.198839,14
1637761084.301919,14
1637761084.405185,15
1637761084.508478,16
1637761084.612038,17
1637761084.715728,19
1637761084.819016,19
1637761084.922313,17
1637761085.027358,16
1637761085.130847,17
1637761085.234621,18
1637761085.338486,19
1637761085.442113,20
1637761085.545727,20
1637761085.648780,20
1637761085.752644,16
1637761085.856702,5
1637761085.960632,9
1637761086.064197,10
1637761086.167113,11
1637761086.270303,12
1637761086.374199,14
1637761086.479450,10
1637761086.584815,10
1637761086.688869,12
1637761086.794622,13
1637761086.898029,13
1637761087.002140,13
1637761087.106519,14
1637761087.209978,16
1637761087.314210,16
1637761087.419094,17
1637761087.522897,18
1637761087.633350,18
1637761087.736979,14
1637761087.842852,14
1637761087.950645,15
1637761088.054384,15
1637761088.161610,18
1637761088.267036,19
1637761088.370348,14
1637761088.474324,16
1637761088.577676,15
1637761088.680687,15
1637761088.785693,16
1637761088.890852,16
1637761088.997292,17
1637761089.100846,18
1637761089.209037,17
1637761089.312285,19
1637761089.415829,19
1637761089.518946,19
1637761089.621448,10
1637761089.733711,13
1637761089.840307,16
1637761089.953905,15
1637761090.057924,18
1637761090.162320,18
1637761090.267387,19
1637761090.377097,17
1637761090.483690,16
1637761090.587034,18
1637761090.690394,17
1637761090.794499,17
1637761090.898044,18
1637761091.001908,19
1637761091.105877,17
1637761091.208915,19
1637761091.312385,18
1637761091.415128,19
1637761091.519633,16
1637761091.622334,20
1637761091.732853,18
1637761091.836768,1
1637761091.939920,4
1637761092.044302,5
1637761092.153675,6
1637761092.257448,7
1637761092.364884,9
1637761092.469261,10
1637761092.572521,10
1637761092.675883,12
1637761092.778923,14
1637761092.882863,14
1637761092.987968,14
1637761093.091533,15
1637761093.196825,16
1637761093.300288,17
1637761093.405612,17
1637761093.509687,19
1637761093.612541,18
1637761093.720768,9
1637761093.825296,9
1637761093.930008,11
1637761094.036474,7
1637761094.141323,7
1637761094.246631,8
1637761094.350698,10
1637761094.453944,11
1637761094.557595,11
1637761094.662432,11
1637761094.765310,12
1637761094.869256,13
1637761094.973606,14
1637761095.076233,15
1637761095.180259,16
1637761095.287644,16
1637761095.390909,16
1637761095.497443,19
1637761095.601861,20
1637761095.705065,20
1637761095.808396,18
1637761095.912250,14
1637761096.017253,14
1637761096.121572,16
1637761096.225085,18
1637761096.329737,18
1637761096.434419,13
1637761096.539522,13
1637761096.642877,13
1637761096.745996,16
1637761096.849682,15
1637761096.954040,15
1637761097.057178,17
1637761097.160411,17
1637761097.264910,17
1637761097.368361,17
1637761097.471850,18
1637761097.574937,20
1637761097.678264,18
1637761097.781794,9
1637761097.885571,10
1637761097.988766,14
1637761098.092400,18
1637761098.197855,17
1637761098.301547,17
1637761098.404978,18
1637761098.508363,18
1637761098.612461,11
1637761098.716978,9
1637761098.819873,10
1637761098.922772,9
1637761099.028249,11
1637761099.131250,11
1637761099.235059,13
1637761099.338918,13
1637761099.443465,15
1637761099.548623,19
1637761099.652316,20
1637761099.755984,20
1637761099.859450,11
1637761099.962832,11
1637761100.068477,13
1637761100.172048,15
1637761100.278449,16
1637761100.382344,14
1637761100.485978,12
1637761100.588876,13
1637761100.691815,13
1637761100.795005,15
1637761100.897975,15
1637761101.003283,15
1637761101.107243,15
1637761101.210426,16
1637761101.314018,17
1637761101.417871,17
1637761101.521123,20
1637761101.625562,18
1637761101.729598,12
1637761101.833609,15
1637761101.937105,14
1637761102.040878,15
1637761102.144474,16
1637761102.247447,18
1637761102.350746,19
1637761102.454159,13
1637761102.557776,14
1637761102.660676,16
1637761102.763663,16
1637761102.867027,18
1637761102.970556,17
1637761103.075081,18
1637761103.178981,19
1637761103.282349,20
1637761103.385168,19
1637761103.488425,20
1637761103.592242,11
1637761103.697110,8
1637761103.800634,9
1637761103.903559,11
1637761104.007046,10
1637761104.110115,9
1637761104.215206,10
1637761104.321149,11
