1637761138.845674,0
1637761138.949591,37
1637761139.053341,80
1637761139.156189,100
1637761139.259837,99
1637761139.363379,100
1637761139.466957,100
1637761139.572963,100
1637761139.676795,98
1637761139.783736,100
1637761139.893914,52
1637761140.000995,85
1637761140.104263,73
1637761140.208247,61
1637761140.312813,71
1637761140.416995,80
1637761140.520201,79
1637761140.623116,53
1637761140.726266,51
1637761140.829666,50
1637761140.934682,50
1637761141.038764,50
1637761141.141993,52
1637761141.244899,51
1637761141.348661,51
1637761141.452987,51
1637761141.556851,53
1637761141.661542,53
1637761141.766351,53
1637761141.870988,55
1637761141.975282,54
1637761142.080363,60
1637761142.184128,63
1637761142.287832,69
1637761142.424054,74
1637761142.530937,82
1637761142.635698,80
1637761142.739462,56
1637761142.845704,55
1637761142.950201,55
1637761143.053880,55
1637761143.157269,55
1637761143.261346,55
1637761143.364503,55
1637761143.468708,56
1637761143.571772,56
1637761143.678796,55
1637761143.786169,55
1637761143.889257,58
1637761143.993669,57
1637761144.098168,63
1637761144.201973,67
1637761144.307348,70
1637761144.414299,76
1637761144.517733,86
1637761144.620721,87
1637761144.725160,59
1637761144.828738,60
1637761144.931682,57
1637761145.034554,57
1637761145.144897,57
1637761145.250176,58
1637761145.354074,58
1637761145.458296,59
1637761145.562775,58
1637761145.668168,58
1637761145.771190,60
1637761145.878661,62
1637761145.983033,62
1637761146.086918,67
1637761146.190136,71
1637761146.293355,72
1637761146.396208,80
1637761146.502129,82
1637761146.607414,89
1637761146.714180,82
1637761146.819391,63
1637761146.923005,61
1637761147.031263,62
1637761147.135526,63
1637761147.238590,61
1637761147.342508,62
1637761147.449801,61
1637761147.552975,62
1637761147.656891,62
1637761147.761368,62
1637761147.867681,63
1637761147.971858,63
1637761148.075188,70
1637761148.178654,69
1637761148.282007,73
1637761148.385925,83
1637761148.490639,83
1637761148.594731,92
1637761148.698223,93
1637761148.802016,70
1637761148.905178,66
1637761149.009324,63
1637761149.113651,63
1637761149.216818,64
1637761149.321578,65
1637761149.427783,65
1637761149.530786,65
1637761149.635429,65
1637761149.738617,65
1637761149.845556,66
1637761149.952125,67
1637761150.057794,77
1637761150.173632,77
1637761150.287254,76
1637761150.391594,77
1637761150.501651,86
1637761150.671187,89
1637761150.775567,95
1637761150.880786,92
1637761150.983622,73
1637761151.087585,72
1637761151.190608,67
1637761151.293605,68
1637761151.400978,67
1637761151.518278,68
1637761151.625806,69
1637761151.742254,66
1637761151.849043,69
1637761151.965395,70
1637761152.089275,80
1637761152.194182,79
1637761152.298482,79
1637761152.564585,80
1637761152.673682,89
1637761152.778922,90
1637761152.910577,93
1637761153.020062,93
